index,titulo_y,ubicacion_y,precio_num,habitaciones_num,baños_num,metros_num,superficie_construida_num,superficie_util_num,link,url,lat,lon
956,Loft en calle de Villanueva,Recoletos (Distrito Barrio de Salamanca. Madrid Capital),1150.0,1.0,30.0,,30.0,30.0,https://www.pisos.com/alquilar/loft-recoletos28001-51752279684_108900/,https://www.pisos.com/alquilar/loft-recoletos28001-51752279684_108900/,40.422874968,-3.689993891
957,Piso en calle Sevilla,Sol (Distrito Centro. Madrid Capital),12500.0,2.0,2.0,220.0,220.0,200.0,https://www.pisos.com/alquilar/piso-sol_barrio28013-26715176601_996542/,https://www.pisos.com/alquilar/piso-sol_barrio28013-26715176601_996542/,40.4174018,-3.6997167
963,Piso en calle de Esteban Terradas,Castilla (Distrito Chamartín. Madrid Capital),1990.0,3.0,2.0,148.0,148.0,130.0,https://www.pisos.com/alquilar/piso-castilla28036-50050302690_996542/,https://www.pisos.com/alquilar/piso-castilla28036-50050302690_996542/,40.4690452,-3.6848021
967,Estudio en 12 de Octubre-Orcasur,Orcasur (Distrito Usera. Madrid Capital),950.0,1.0,1.0,35.0,35.0,,https://www.pisos.com/alquilar/estudio-orcasur28041-52552337015_100500/,https://www.pisos.com/alquilar/estudio-orcasur28041-52552337015_100500/,40.3677724,-3.6953345
970,Piso en calle del Padre Claret,Prosperidad (Distrito Chamartín. Madrid Capital),2100.0,4.0,3.0,145.0,145.0,,https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-50891301753_100200/,https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-50891301753_100200/,40.448760362,-3.664056376
972,"Piso en calle de Ocaña, 120",Aluche (Distrito Latina. Madrid Capital),2000.0,5.0,2.0,164.0,164.0,,https://www.pisos.com/alquilar/piso-latina_aluche28047-50055885760_103800/,https://www.pisos.com/alquilar/piso-latina_aluche28047-50055885760_103800/,40.3862,-3.7535
974,Piso en Chueca,Justicia-Chueca (Distrito Centro. Madrid Capital),2800.0,2.0,2.0,180.0,180.0,160.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-945856909480195_109700/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-945856909480195_109700/,40.4222665,-3.7000179
975,Piso en calle de Santa Ana,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1800.0,3.0,1.0,65.0,65.0,,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-29235874465_100500/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-29235874465_100500/,40.4094353,-3.7093671
979,"Piso en calle de Jacinto Benavente, 3",Núcleo Urbano (Villanueva de la Cañada),950.0,1.0,1.0,55.0,55.0,48.0,https://www.pisos.com/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-53373009777_106700/,https://www.pisos.com/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-53373009777_106700/,40.4506,-4.00569
983,Piso en calle de Carranza,Trafalgar (Distrito Chamberí. Madrid Capital),1500.0,1.0,1.0,45.0,45.0,40.0,https://www.pisos.com/alquilar/piso-trafalgar28010-53431419287_100500/,https://www.pisos.com/alquilar/piso-trafalgar28010-53431419287_100500/,40.4296527,-3.7050048
984,Piso en calle de Bailén,Palacio (Distrito Centro. Madrid Capital),3185.0,2.0,2.0,86.0,86.0,,https://www.pisos.com/alquilar/piso-centro_palacio28005-43339000685_100500/,https://www.pisos.com/alquilar/piso-centro_palacio28005-43339000685_100500/,40.4116153,-3.7140538
986,Piso en calle Hscienda de Pavones,Pavones (Distrito Moratalaz. Madrid Capital),1250.0,3.0,1.0,93.0,93.0,,https://www.pisos.com/alquilar/piso-pavones-52555197818_100900/,https://www.pisos.com/alquilar/piso-pavones-52555197818_100900/,40.400530116,-3.634863222
987,"Apartamento en calle de Ayala, 74",Goya (Distrito Barrio de Salamanca. Madrid Capital),1400.0,1.0,1.0,70.0,70.0,65.0,https://www.pisos.com/alquilar/apartamento-goya28001-50904420247_991150/,https://www.pisos.com/alquilar/apartamento-goya28001-50904420247_991150/,40.42738,-3.679167
988,Piso en Avenida de la Ciudad de Barcelona,Adelfas (Distrito Retiro. Madrid Capital),3300.0,3.0,2.0,115.0,115.0,107.0,https://www.pisos.com/alquilar/piso-adelfas28007-48358210950_996542/,https://www.pisos.com/alquilar/piso-adelfas28007-48358210950_996542/,40.4000205,-3.6728632
989,Piso en calle de San Clemente,Puerta Bonita (Distrito Carabanchel. Madrid Capital),1025.0,3.0,1.0,46.0,46.0,,https://www.pisos.com/alquilar/piso-puerta_bonita28025-50845723524_107500/,https://www.pisos.com/alquilar/piso-puerta_bonita28025-50845723524_107500/,40.3813,-3.73223
992,Piso en calle San Marcos,Justicia-Chueca (Distrito Centro. Madrid Capital),12900.0,9.0,7.0,543.0,543.0,525.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-47519949963_996542/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-47519949963_996542/,40.4212085,-3.6959024
997,Piso en calle Garcilaso,La Alhóndiga (Getafe),1100.0,3.0,1.0,60.0,60.0,,https://www.pisos.com/alquilar/piso-la_alhondiga28904-53404409867_107500/,https://www.pisos.com/alquilar/piso-la_alhondiga28904-53404409867_107500/,40.3025,-3.73702
1000,Piso en calle de Gonzalo de Córdoba,Arapiles (Distrito Chamberí. Madrid Capital),5695.0,3.0,3.0,129.0,129.0,,https://www.pisos.com/alquilar/piso-chamberi_arapiles28015-42558676112_100500/,https://www.pisos.com/alquilar/piso-chamberi_arapiles28015-42558676112_100500/,40.4321329,-3.7031393
1001,Apartamento en calle del General Ampudia,Vallehermoso (Distrito Chamberí. Madrid Capital),1550.0,1.0,1.0,72.0,72.0,65.0,https://www.pisos.com/alquilar/apartamento-chamberi_vallehermoso28003-53359685146_996542/,https://www.pisos.com/alquilar/apartamento-chamberi_vallehermoso28003-53359685146_996542/,40.4425581,-3.7151821
1002,Ático en calle de Fuencarral,Universidad-Malasaña (Distrito Centro. Madrid Capital),3120.0,2.0,2.0,76.0,76.0,,https://www.pisos.com/alquilar/atico-universidad_malasana28004-43413963461_100500/,https://www.pisos.com/alquilar/atico-universidad_malasana28004-43413963461_100500/,40.4224764,-3.7007223
1003,Ático en calle Avenida de Luis García Cereceda,Prado de Somosaguas (Pozuelo de Alarcón),6100.0,3.0,3.0,445.0,445.0,,https://www.pisos.com/alquilar/atico-prado_de_somosaguas-53405504124_101800/,https://www.pisos.com/alquilar/atico-prado_de_somosaguas-53405504124_101800/,40.405805207,-3.791721261
1004,Casa en Somosaguas-Húmera-Los Ángeles,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),4900.0,6.0,5.0,323.0,323.0,300.0,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-52581742923_106700/,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-52581742923_106700/,40.4223529,-3.8001387
1006,Piso en calle de Mauricio Ravel,Castilla (Distrito Chamartín. Madrid Capital),1890.0,2.0,2.0,75.0,75.0,,https://www.pisos.com/alquilar/piso-castilla28046-42559566807_100500/,https://www.pisos.com/alquilar/piso-castilla28046-42559566807_100500/,40.4724067,-3.6865108
1010,Piso en calle de Fernando 'El Santo',Almagro (Distrito Chamberí. Madrid Capital),3895.0,2.0,2.0,130.0,130.0,,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-42543703347_100500/,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-42543703347_100500/,40.4282439,-3.6925923
1014,Piso en calle de Valenzuela,Jerónimos (Distrito Retiro. Madrid Capital),4200.0,5.0,3.0,239.0,239.0,,https://www.pisos.com/alquilar/piso-jeronimos28014-53339229311_108900/,https://www.pisos.com/alquilar/piso-jeronimos28014-53339229311_108900/,40.4189534,-3.6901378
1015,"Estudio en calle de Clara del Rey, 24",Prosperidad (Distrito Chamartín. Madrid Capital),1200.0,1.0,1.0,37.0,37.0,35.0,https://www.pisos.com/alquilar/estudio-chamartin_prosperidad28002-50928404887_100500/,https://www.pisos.com/alquilar/estudio-chamartin_prosperidad28002-50928404887_100500/,40.4424,-3.66987
1016,Piso en calle de la Caja de Ahorros,Casco Histórico (Distrito Centro. Alcalá de Henares),770.0,2.0,1.0,63.0,63.0,,https://www.pisos.com/alquilar/piso-centro_casco_historico28804-50072095677_107500/,https://www.pisos.com/alquilar/piso-centro_casco_historico28804-50072095677_107500/,40.4839,-3.3571
1018,Piso en Urgel,San Isidro (Distrito Carabanchel. Madrid Capital),850.0,1.0,1.0,53.0,,,https://www.pisos.com/alquilar/piso-carabanchel_san_isidro28019-52513277946_100500/,https://www.pisos.com/alquilar/piso-carabanchel_san_isidro28019-52513277946_100500/,,
1019,Piso en calle de Covarrubias,Trafalgar (Distrito Chamberí. Madrid Capital),2700.0,2.0,3.0,65.0,65.0,,https://www.pisos.com/alquilar/piso-trafalgar28010-52547498238_108900/,https://www.pisos.com/alquilar/piso-trafalgar28010-52547498238_108900/,40.4294686,-3.6973894
1021,Estudio en calle de Serrano,Hispanoamérica (Distrito Chamartín. Madrid Capital),2500.0,1.0,1.0,48.0,48.0,43.0,https://www.pisos.com/alquilar/estudio-chamartin_hispanoamerica28016-43348913744_996542/,https://www.pisos.com/alquilar/estudio-chamartin_hispanoamerica28016-43348913744_996542/,40.4545388,-3.6783547
1024,Piso en calle de Silva,Universidad-Malasaña (Distrito Centro. Madrid Capital),3690.0,1.0,1.0,67.0,67.0,,https://www.pisos.com/alquilar/piso-universidad_malasana28004-42597500540_100500/,https://www.pisos.com/alquilar/piso-universidad_malasana28004-42597500540_100500/,40.4212691,-3.7064944
1025,Piso en calle del Doce de Octubre,Niño Jesús (Distrito Retiro. Madrid Capital),3540.0,2.0,1.0,76.0,76.0,,https://www.pisos.com/alquilar/piso-nino_jesus28009-48373375347_100500/,https://www.pisos.com/alquilar/piso-nino_jesus28009-48373375347_100500/,40.4157587,-3.6752437
1028,Piso en calle de Málaga,Río Rosas (Distrito Chamberí. Madrid Capital),1800.0,2.0,1.0,70.0,70.0,,https://www.pisos.com/alquilar/piso-rios_rosas28003-53431844919_108900/,https://www.pisos.com/alquilar/piso-rios_rosas28003-53431844919_108900/,40.4388868,-3.693058
1029,Piso en Ibiza,Ibiza (Distrito Retiro. Madrid Capital),7500.0,3.0,2.0,191.0,191.0,,https://www.pisos.com/alquilar/piso-ibiza28009-51670165668_108500/,https://www.pisos.com/alquilar/piso-ibiza28009-51670165668_108500/,40.4213582,-3.6756637
1031,Apartamento en calle Peñalara,Estación-Zona Norte (Pozuelo de Alarcón),1350.0,1.0,1.0,62.0,62.0,,https://www.pisos.com/alquilar/apartamento-estacion_zona_norte28224-53399681277_101800/,https://www.pisos.com/alquilar/apartamento-estacion_zona_norte28224-53399681277_101800/,40.458008,-3.802013
1032,Chalet en Los Peñascales,Los Peñascales (Torrelodones),5500.0,5.0,7.0,442.0,442.0,,https://www.pisos.com/alquilar/chalet-los_penascales-48351006349_101800/,https://www.pisos.com/alquilar/chalet-los_penascales-48351006349_101800/,40.5754252,-3.8912963
1034,Piso en calle de Goya,Recoletos (Distrito Salamanca. Madrid Capital),1700.0,1.0,1.0,50.0,50.0,,https://www.pisos.com/alquilar/piso-recoletos28001-53411103196_108900/,https://www.pisos.com/alquilar/piso-recoletos28001-53411103196_108900/,40.4249292,-3.6819886
1037,Piso en calle de Caleruega,Costillares (Distrito Ciudad Lineal. Madrid Capital),2000.0,4.0,3.0,171.0,171.0,137.0,https://www.pisos.com/alquilar/piso-costillares-3342055777_100500/,https://www.pisos.com/alquilar/piso-costillares-3342055777_100500/,40.4815636,-3.6719262
1040,Dúplex en calle de Caracas,Almagro (Distrito Chamberí. Madrid Capital),2450.0,1.0,2.0,95.0,95.0,90.0,https://www.pisos.com/alquilar/duplex-chamberi_almagro28010-32511124551_996542/,https://www.pisos.com/alquilar/duplex-chamberi_almagro28010-32511124551_996542/,40.4308015,-3.6946191
1041,Dúplex en Paseo Europa,Arroyo de la Vega (La Moraleja),2250.0,2.0,2.0,80.0,80.0,75.0,https://www.pisos.com/alquilar/duplex-arroyo_de_la_vega28703-51694741372_996542/,https://www.pisos.com/alquilar/duplex-arroyo_de_la_vega28703-51694741372_996542/,40.5582271,-3.613297
1042,Ático en Paseo de la Castellana,Hispanoamérica (Distrito Chamartín. Madrid Capital),19000.0,5.0,4.0,376.0,376.0,370.0,https://www.pisos.com/alquilar/atico-chamartin_hispanoamerica28046-51667780219_100500/,https://www.pisos.com/alquilar/atico-chamartin_hispanoamerica28046-51667780219_100500/,40.4549901,-3.6896131
1043,Piso en calle de San Isidro,"San Isidro, Estación (Distrito Centro. Alcalá de Henares)",1800.0,5.0,3.0,166.0,166.0,133.0,https://www.pisos.com/alquilar/piso-san_isidro_estacion28807-53351552324_100500/,https://www.pisos.com/alquilar/piso-san_isidro_estacion28807-53351552324_100500/,40.4862907,-3.3636536
1044,"Piso en Avenida de la Ciudad de Barcelona, 13",Pacífico (Distrito Retiro. Madrid Capital),1200.0,1.0,1.0,36.0,36.0,32.0,https://www.pisos.com/alquilar/piso-retiro_pacifico28014-53413624080_100500/,https://www.pisos.com/alquilar/piso-retiro_pacifico28014-53413624080_100500/,40.405,-3.68203
1046,Piso en Las Tablas,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),1800.0,2.0,2.0,80.0,80.0,,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28055-53391939425_108500/,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28055-53391939425_108500/,40.4970656,-3.623388
1047,Piso en Avenida del Ferrol,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),1600.0,3.0,2.0,121.0,121.0,121.0,https://www.pisos.com/alquilar/piso-pilar28029-53401250792_519466/,https://www.pisos.com/alquilar/piso-pilar28029-53401250792_519466/,40.474575028,-3.703494384
1051,Estudio en calle de San Cayetano,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),800.0,1.0,1.0,40.0,,,https://www.pisos.com/alquilar/estudio-centro_embajadores_lavapies28005-53364226400_991623/,https://www.pisos.com/alquilar/estudio-centro_embajadores_lavapies28005-53364226400_991623/,,
1052,Piso en calle de Matilde Hernández,Vista Alegre (Distrito Carabanchel. Madrid Capital),1150.0,1.0,1.0,53.0,53.0,41.0,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-45840536438_100500/,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-45840536438_100500/,40.3879759,-3.7356893
1053,"Ático en Plaza Mayor, 11",Sol (Distrito Centro. Madrid Capital),2150.0,2.0,2.0,142.0,142.0,128.0,https://www.pisos.com/alquilar/atico-sol_barrio28012-52593463080_106000/,https://www.pisos.com/alquilar/atico-sol_barrio28012-52593463080_106000/,40.415,-3.70807
1055,Piso en Norte,Valdelasfuentes-Norte (Alcobendas),1575.0,3.0,2.0,100.0,,,https://www.pisos.com/alquilar/piso-valdelasfuentes_norte28100-52538380328_100500/,https://www.pisos.com/alquilar/piso-valdelasfuentes_norte28100-52538380328_100500/,,
1057,Piso en Plaza de Santa Cruz,Sol (Distrito Centro. Madrid Capital),2000.0,2.0,1.0,88.0,88.0,,https://www.pisos.com/alquilar/piso-sol_barrio28012-52557979936_100500/,https://www.pisos.com/alquilar/piso-sol_barrio28012-52557979936_100500/,40.4150744,-3.7058997
1058,Chalet unifamiliar en calle de Luis Esteban,Castillejos (Distrito Tetuán. Madrid Capital),2975.0,4.0,2.0,165.0,165.0,160.0,https://www.pisos.com/alquilar/chalet_unifamiliar-castillejos28020-51727367350_996542/,https://www.pisos.com/alquilar/chalet_unifamiliar-castillejos28020-51727367350_996542/,40.4727988,-3.6889766
1062,Piso en Salamanca,Goya (Distrito Salamanca. Madrid Capital),1340.0,2.0,1.0,65.0,65.0,50.0,https://www.pisos.com/alquilar/piso-goya28006-52542340142_100500/,https://www.pisos.com/alquilar/piso-goya28006-52542340142_100500/,40.4275363,-3.6693188
1063,Casa en La Cabaña,Monte Alina-La Cabaña (Pozuelo de Alarcón),3900.0,5.0,5.0,358.0,358.0,350.0,https://www.pisos.com/alquilar/casa-monte_alina_la_cabana-52521864590_100500/,https://www.pisos.com/alquilar/casa-monte_alina_la_cabana-52521864590_100500/,40.4161538,-3.8356395
1065,Piso en Pacífico,Pacífico (Distrito Retiro. Madrid Capital),1200.0,2.0,2.0,85.0,85.0,,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-52514556817_100200/,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-52514556817_100200/,40.4056647,-3.6747578
1066,Piso en calle de Bascones,Almenara (Distrito Tetuán. Madrid Capital),1450.0,2.0,2.0,71.0,71.0,,https://www.pisos.com/alquilar/piso-tetuan_almenara28029-52501599130_101800/,https://www.pisos.com/alquilar/piso-tetuan_almenara28029-52501599130_101800/,40.467522,-3.6963276
1067,"Apartamento en calle del General Pardiñas, 44",Goya (Distrito Barrio de Salamanca. Madrid Capital),1500.0,1.0,1.0,53.0,53.0,48.0,https://www.pisos.com/alquilar/apartamento-goya28001-52573417863_106000/,https://www.pisos.com/alquilar/apartamento-goya28001-52573417863_106000/,40.4279,-3.6783
1070,Piso en calle de Lope de Vega,Cortes-Huertas (Distrito Centro. Madrid Capital),2300.0,3.0,1.0,135.0,135.0,,https://www.pisos.com/alquilar/piso-cortes_huertas28014-48432984699_100500/,https://www.pisos.com/alquilar/piso-cortes_huertas28014-48432984699_100500/,40.4137504,-3.6967039
1071,Apartamento en calle del Conde de Serrallo,Almenara (Distrito Tetuán. Madrid Capital),1400.0,1.0,1.0,43.0,43.0,,https://www.pisos.com/alquilar/apartamento-tetuan_almenara28029-50078378446_108900/,https://www.pisos.com/alquilar/apartamento-tetuan_almenara28029-50078378446_108900/,40.4667726,-3.6923688
1072,Piso en calle de Dámaso Alonso,Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares),1400.0,2.0,2.0,100.0,100.0,74.0,https://www.pisos.com/alquilar/piso-ensanche_espartales_ensanche28806-35031468723_100500/,https://www.pisos.com/alquilar/piso-ensanche_espartales_ensanche28806-35031468723_100500/,40.4976373,-3.3753809
1074,Estudio en calle de las Virtudes,Almagro (Distrito Chamberí. Madrid Capital),1100.0,1.0,23.0,,23.0,,https://www.pisos.com/alquilar/estudio-chamberi_almagro28010-52584958873_108900/,https://www.pisos.com/alquilar/estudio-chamberi_almagro28010-52584958873_108900/,40.437752,-3.6985465
1077,Piso en Plaza de la República de Ecuador,Hispanoamérica (Distrito Chamartín. Madrid Capital),1800.0,2.0,2.0,84.0,84.0,71.0,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-53392825803_100500/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-53392825803_100500/,40.4548454,-3.6780344
1078,Loft en Recoletos,Recoletos (Distrito Barrio de Salamanca. Madrid Capital),2100.0,1.0,35.0,,35.0,35.0,https://www.pisos.com/alquilar/loft-recoletos28001-45044973711_108900/,https://www.pisos.com/alquilar/loft-recoletos28001-45044973711_108900/,40.4249201,-3.682084
1079,Piso en Valdebebas-Valdefuentes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),1700.0,3.0,2.0,150.0,150.0,90.0,https://www.pisos.com/alquilar/piso-valdebebas_valdefuentes28055-53336042438_106700/,https://www.pisos.com/alquilar/piso-valdebebas_valdefuentes28055-53336042438_106700/,40.4957626,-3.612772
1080,Piso en calle de Narváez,Ibiza (Distrito Retiro. Madrid Capital),4900.0,3.0,3.0,170.0,170.0,154.0,https://www.pisos.com/alquilar/piso-ibiza28009-51679827130_100500/,https://www.pisos.com/alquilar/piso-ibiza28009-51679827130_100500/,40.4201507,-3.6759085
1083,"Piso en Paseo de las Yeserías, 3",Acacias (Distrito Arganzuela. Madrid Capital),1800.0,3.0,1.0,76.0,76.0,71.0,https://www.pisos.com/alquilar/piso-acacias28005-51699740789_106000/,https://www.pisos.com/alquilar/piso-acacias28005-51699740789_106000/,40.4005,-3.7125
1084,Apartamento en calle del Duque de Tovar,Imperial (Distrito Arganzuela. Madrid Capital),1350.0,1.0,1.0,47.0,,,https://www.pisos.com/alquilar/apartamento-imperial28005-53400171130_108900/,https://www.pisos.com/alquilar/apartamento-imperial28005-53400171130_108900/,,
1085,Ático en Encinar de los Reyes,Encinar de los Reyes (La Moraleja),4800.0,5.0,5.0,243.0,243.0,,https://www.pisos.com/alquilar/atico-la_moraleja_encinar_de_los_reyes28109-53386563785_108500/,https://www.pisos.com/alquilar/atico-la_moraleja_encinar_de_los_reyes28109-53386563785_108500/,40.4707746,-3.6814004
1087,Piso en Imperial,Imperial (Distrito Arganzuela. Madrid Capital),2800.0,4.0,3.0,160.0,160.0,156.0,https://www.pisos.com/alquilar/piso-imperial28019-52572628413_108500/,https://www.pisos.com/alquilar/piso-imperial28019-52572628413_108500/,40.401240452,-3.714403372
1089,"Estudio en calle de Velarde, 16",Universidad-Malasaña (Distrito Centro. Madrid Capital),850.0,1.0,28.0,,28.0,23.0,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-45021059788_100500/,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-45021059788_100500/,40.427,-3.70275
1090,Chalet en Colmenarejo,Colmenarejo,2100.0,6.0,3.0,285.0,285.0,270.0,https://www.pisos.com/alquilar/chalet-colmenarejo_centro_urbano-38381346065_516163/,https://www.pisos.com/alquilar/chalet-colmenarejo_centro_urbano-38381346065_516163/,40.5525972,-4.015303
1091,Loft en Rosa Luxemburgo-Padrerón-Polígono Industrial Norte,Rosa Luxemburgo-Padrerón-Polígono Industrial Norte (San Sebastián de los Reyes),890.0,1.0,1.0,33.0,33.0,,https://www.pisos.com/alquilar/loft-rosa_luxemburgo_padreron_poligono_industrial_norte-51686127036_101800/,https://www.pisos.com/alquilar/loft-rosa_luxemburgo_padreron_poligono_industrial_norte-51686127036_101800/,40.5557359,-3.6211003
1092,Piso en calle del Españoleto,Almagro (Distrito Chamberí. Madrid Capital),1800.0,2.0,2.0,61.0,61.0,,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-50925864017_108900/,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-50925864017_108900/,40.431253,-3.6936932
1093,Piso en calle de Vázquez de Coronado,"Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",1005.0,3.0,1.0,86.0,86.0,,https://www.pisos.com/alquilar/piso-puerta_de_madrid_el_juncal28802-52581984317_107500/,https://www.pisos.com/alquilar/piso-puerta_de_madrid_el_juncal28802-52581984317_107500/,40.4759,-3.38666
1094,Piso en Castilla,Castilla (Distrito Chamartín. Madrid Capital),3600.0,3.0,2.0,120.0,120.0,111.0,https://www.pisos.com/alquilar/piso-castilla28036-51732795171_108500/,https://www.pisos.com/alquilar/piso-castilla28036-51732795171_108500/,40.468875,-3.6856069
1096,Casa en calle del Caballo,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),13500.0,4.0,5.0,1.17,1.17,,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-38424143795_101800/,https://www.pisos.com/alquilar/casa-somosaguas_humera_los_angeles28223-38424143795_101800/,40.4208329,-3.7860464
1097,Estudio en Distrito Salamanca,Goya (Distrito Salamanca. Madrid Capital),1100.0,1.0,35.0,,35.0,,https://www.pisos.com/alquilar/estudio-goya28006-53384563000_108900/,https://www.pisos.com/alquilar/estudio-goya28006-53384563000_108900/,40.4279632,-3.6756873
1099,Estudio en Chamartin,Sol (Distrito Centro. Madrid Capital),1600.0,1.0,1.0,20.0,20.0,,https://www.pisos.com/alquilar/estudio-sol_barrio28013-36687880865_108900/,https://www.pisos.com/alquilar/estudio-sol_barrio28013-36687880865_108900/,40.4638136,-3.6767664
1101,"Piso en calle de Zaida, 99",San Isidro (Distrito Carabanchel. Madrid Capital),1100.0,3.0,2.0,79.0,,,https://www.pisos.com/alquilar/piso-carabanchel_san_isidro28019-53400085559_525207/,https://www.pisos.com/alquilar/piso-carabanchel_san_isidro28019-53400085559_525207/,,
1102,"Piso en calle de Embajadores, 64",Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1400.0,2.0,1.0,79.0,79.0,60.0,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-53358457428_106000/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-53358457428_106000/,40.4073,-3.70402
1106,Piso en Distrito Salamanca,Castellana (Distrito Barrio de Salamanca. Madrid Capital),3700.0,3.0,3.0,167.0,167.0,,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51753457590_108900/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51753457590_108900/,40.436180333,-3.683121663
1107,Piso en Majadahonda / Golf - El Carralero,Golf-El Carralero (Majadahonda),2400.0,4.0,2.0,156.0,156.0,,https://www.pisos.com/alquilar/piso-golf_el_carralero28220-51671384753_100500/,https://www.pisos.com/alquilar/piso-golf_el_carralero28220-51671384753_100500/,40.462320185,-3.875983693
1109,Estudio en calle de Diego de León,Castellana (Distrito Barrio de Salamanca. Madrid Capital),1350.0,1.0,35.0,,35.0,,https://www.pisos.com/alquilar/estudio-salamanca_castellana28006-47552700542_108900/,https://www.pisos.com/alquilar/estudio-salamanca_castellana28006-47552700542_108900/,40.4352003,-3.6849194
1111,Apartamento en Avenida de Menéndez Pelayo,Niño Jesús (Distrito Retiro. Madrid Capital),1600.0,1.0,1.0,55.0,55.0,,https://www.pisos.com/alquilar/apartamento-nino_jesus28009-52571320373_100500/,https://www.pisos.com/alquilar/apartamento-nino_jesus28009-52571320373_100500/,40.413331378,-3.676935405
1112,Piso en Jerónimos,Jerónimos (Distrito Retiro. Madrid Capital),9500.0,4.0,5.0,322.0,322.0,,https://www.pisos.com/alquilar/piso-jeronimos28014-50882404685_100500/,https://www.pisos.com/alquilar/piso-jeronimos28014-50882404685_100500/,40.4149036,-3.6891708
1113,Piso en Avenida de Calatalifa,Centro (Villaviciosa de Odón),1100.0,1.0,1.0,40.0,40.0,38.0,https://www.pisos.com/alquilar/piso-villaviciosa_de_odon_centro-47597171369_514034/,https://www.pisos.com/alquilar/piso-villaviciosa_de_odon_centro-47597171369_514034/,40.3563544,-3.9029645
1114,Apartamento en calle de la Salvia,El Cantizal (Las Rozas de Madrid),1750.0,3.0,2.0,128.0,128.0,,https://www.pisos.com/alquilar/apartamento-el_cantizal28232-53414792256_101800/,https://www.pisos.com/alquilar/apartamento-el_cantizal28232-53414792256_101800/,40.5159405,-3.9260213
1115,"Piso en calle del Príncipe de Vergara, 47",Castellana (Distrito Barrio de Salamanca. Madrid Capital),1900.0,1.0,1.0,59.0,59.0,54.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-49251555285_100500/,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-49251555285_100500/,40.4295,-3.68001
1116,Piso en Retiro,Goya (Distrito Barrio de Salamanca. Madrid Capital),7500.0,2.0,2.0,220.0,197.0,,https://www.pisos.com/alquilar/piso-goya28009-47532022933_108900/,https://www.pisos.com/alquilar/piso-goya28009-47532022933_108900/,40.4219769,-3.675743
1117,Piso en Carretera del Vellón,El Espartal (El Vellón),740.0,3.0,1.0,127.0,127.0,120.0,https://www.pisos.com/alquilar/piso-el_espartal-52527484452_197600/,https://www.pisos.com/alquilar/piso-el_espartal-52527484452_197600/,,
1119,Chalet en Avenida del Monte Segovia,El Olivar de Mirabal (Boadilla del Monte),3000.0,4.0,3.0,282.0,282.0,,https://www.pisos.com/alquilar/chalet-el_olivar_de_mirabal28669-53342906722_103800/,https://www.pisos.com/alquilar/chalet-el_olivar_de_mirabal28669-53342906722_103800/,40.4177709,-3.8992484
