titulo,ubicacion,precio,habitaciones,baños,metros,superficie_construida,link,url,lat,lon,piso,casa,atico,estudio,apartamento,duplex,chalet,finca,loft,conservacion,precio_m2,distrito
"Apartamento en calle de la Fuente del Berro, 21",Goya,1600.0,2.0,1.0,85.0,85.0,https://www.pisos.com/alquilar/apartamento-goya28009-50852290650_109800/,https://www.pisos.com/alquilar/apartamento-goya28009-50852290650_109800/,40.425396,-3.670696,False,False,False,False,True,False,False,False,False,A estrenar,18.0,Salamanca
"Apartamento en calle de Alcalá, 328",Pueblo Nuevo,1300.0,1.0,1.0,60.0,60.0,https://www.pisos.com/alquilar/apartamento-ciudad_lineal_pueblo_nuevo28017-945856910030726_109800/,https://www.pisos.com/alquilar/apartamento-ciudad_lineal_pueblo_nuevo28017-945856910030726_109800/,40.4335125,-3.6469215,False,False,False,False,True,False,False,False,False,Reformado,21.0,Ciudad Lineal
Piso en calle del Barco,Universidad-Malasaña,1150.0,1.0,1.0,45.0,45.0,https://www.pisos.com/alquilar/piso-universidad_malasana28004-53430754817_100500/,https://www.pisos.com/alquilar/piso-universidad_malasana28004-53430754817_100500/,40.4236407,-3.7021232,True,False,False,False,False,False,False,False,False,En buen estado,25.0,Centro
"Piso en calle de Antonio Arias, 7",Ibiza,3280.0,4.0,3.0,120.0,120.0,https://www.pisos.com/alquilar/piso-ibiza28009-52532534351_109800/,https://www.pisos.com/alquilar/piso-ibiza28009-52532534351_109800/,40.417328,-3.6713786,True,False,False,False,False,False,False,False,False,A estrenar,27.0,Retiro
"Apartamento en calle de Matilde Hernández, 27",San Isidro,1100.0,1.0,1.0,50.0,50.0,https://www.pisos.com/alquilar/apartamento-carabanchel_san_isidro28019-52514182403_109800/,https://www.pisos.com/alquilar/apartamento-carabanchel_san_isidro28019-52514182403_109800/,40.391304,-3.733551,False,False,False,False,True,False,False,False,False,En buen estado,22.0,Carabanchel
"Piso en calle del Águila, 5",Palacio,1600.0,1.0,1.0,68.0,68.0,https://www.pisos.com/alquilar/piso-centro_palacio28005-50006710925_109800/,https://www.pisos.com/alquilar/piso-centro_palacio28005-50006710925_109800/,40.409805,-3.7121081,True,False,False,False,False,False,False,False,False,En buen estado,23.0,Centro
"Piso en calle de los Reyes, 11",Universidad-Malasaña,1520.0,1.0,1.0,73.0,73.0,https://www.pisos.com/alquilar/piso-universidad_malasana28015-45067267418_109800/,https://www.pisos.com/alquilar/piso-universidad_malasana28015-45067267418_109800/,40.42408,-3.7094042,True,False,False,False,False,False,False,False,False,A estrenar,20.0,Centro
"Piso en calle de la Amnistía, 8",Palacio,3650.0,2.0,3.0,133.0,133.0,https://www.pisos.com/alquilar/piso-centro_palacio28013-50877992099_109800/,https://www.pisos.com/alquilar/piso-centro_palacio28013-50877992099_109800/,40.417274,-3.710734,True,False,False,False,False,False,False,False,False,Reformado,27.0,Centro
"Piso en Avenida de la Gavia, 90",Ensanche de Vallecas-Valdecarros,990.0,1.0,1.0,60.0,60.0,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-945856910030509_109800/,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-945856910030509_109800/,40.36494,-3.6190338,True,False,False,False,False,False,False,False,False,En buen estado,16.0,Villa de Vallecas
"Piso en calle de la Lechuga, 3",Sol,1390.0,1.0,1.0,50.0,50.0,https://www.pisos.com/alquilar/piso-sol_barrio28012-49200146112_109800/,https://www.pisos.com/alquilar/piso-sol_barrio28012-49200146112_109800/,40.414314,-3.7066915,True,False,False,False,False,False,False,False,False,En buen estado,27.0,Centro
