titulo,ubicacion,link,descripcion_ampliada,tipo_vivienda,precio,habitaciones,baños,superficie_construida,superficie_util,metros,lat,lon,piso,casa,atico,estudio,apartamento,duplex,chalet,finca,loft,conservacion,precio_m2,distrito
Piso en calle de la Condesa del Venadito,San Pascual,https://www.pisos.com/comprar/piso-ciudad_lineal_san_pascual-50866668438_100500/,"VOhome Quintana, vende piso de 190 m2 en novena planta con ascensor, en calle Condesa de Venadito, zona de San Pascual, distrito de Ciudad Lineal.

Piso muy luminoso y soleado, con excelentes vistasdoble de doble orientación sureste y noroeste, distribuido en gran salón con salida a terraza abierta de orientación sur y este, cocina independiente con salida a otra amplia terraza de orientación norte y oeste, pasillo distribuidor con armario empotrado y cuarto de limpieza, 4 dormitorios con armarios empotrados, 2 baños más otro en suit de grandes dimensiones completo y alicatado en mármol. Dispone de plaza de garaje.

Es una vivienda señorial que destaca por sus amplias estancias, luminosas y muy soledadas. Grandes y diversas posibilidades de reforma.

Dispone de calefacción central de gas natural, aire acondicionado, suelo de parqué y puerta exterior blindada.

Situada dentro de una urbanización lujosa, que cuenta con los siguientes servicios:

- Zonas comunes ajardinadas.
- Dos pisicinas comunitarias.
- Zona infantil.
- Sala de reuniones.
- Gimnasio,
- Acceso para personas con movilidad reducida.
- Portero físico.
- Puerta y cámara de seguridad.

Excelente ubicación en zona comercial, con todos los servicios cerca y medios de transporte tanto metro como autobús.

""Te financiamos tu vivienda hasta el 100% del valor de compraventa.
Tipo de interés fijo: desde 2.25 %
Tipo de interés variable: desde Er+0.25 %
Para más información, llamar al teléfono gratuito 900 109 126""

Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar
Tlno. fijo / móvil 91 113 88 58 / 656 859 794",Piso,890000.0,4.0,3.0,190.0,155.36831477732792,190.0,40.4433557,-3.6565338,True,False,False,False,False,False,False,False,False,En buen estado,4684.0,Ciudad Lineal
Piso en calle de las Fraguas,Casco Histórico de Barajas,https://www.pisos.com/comprar/piso-casco_historico_de_barajas-52590756406_990679/,"Red house / vende piso en casco histórico de barajas
Dispone de 3 habitaciones, salón independiente con terraza cerrada, amplia cocina reformada con despensa y salida a patio comunitario de uso privativo, baño reformado con bañera, armario empotrado en pasillo.
Problema filtración de agua de vivienda colindante.
Calefacción individual por gas natural.

Muy bien comunicado metro barajas l8 y autobuses 101 (aeropuerto t1, t2 y t3) 105, 115, 211, 212, n4, 166 hospital ramón y cajal.
Todos los servicios: colegios, biblioteca, centro de salud, polideportivo, comercios, restaurantes.. .
Rodeados de grandes parques y espacios abiertos como el campo de golf el olivar, parque juan carlos i, jardín el capricho y el ifema.",Piso,225000.0,3.0,1.0,85.0,71.0,85.0,40.4736178,-3.5756709,True,False,False,False,False,False,False,False,False,A reformar,2647.0,Barajas
Ático en calle de Monseñor Óscar Romero,Vista Alegre,https://www.pisos.com/comprar/atico-carabanchel_vista_alegre28025-53396408207_518874/,"MASTERPISO vende Ático Duplex exterior, en la Calle Monseñor Oscar Romero, Madrid, 3ª planta sin ascensor, espectacular vivienda dúplex muy luminosa, de 180m2 construidos, de los cuales pertenecen 160 m2 útiles a la vivienda, 5 dormitorios amplios una de ellos con el baño en suite, salón independiente de 34 m2, terraza, 2 baños completos y 1 aseo y cocina independiente office.

Vivienda totalmente reformada, suelo de parquet, ventanas aluminio climalit, terraza en la planta superior y en una habitación, armarios empotrados en las habitaciones, puertas interior madera color roble, puerta de entrada blindada con cerradura de seguridad, dispone de agua caliente y calefacción individual por gas natural con caldera estanca y aire acondicionado por Split en salón y 4 dormitorios.

La zona cuenta con todo tipo de servicios para compras y ocio, colegios e institutos, centro de salud y unas excelentes comunicaciones tanto por transporte público, con varias líneas de autobús cerca y estación de Metro a sólo 450 metros de la vivienda, fácil el acceso a la M-40, A-42, A-5 y M-30,

Para más información puede contactar con nosotros.

Ven a visitarlo.

Si quiere cambiar de vivienda, si quiere vender su inmueble, vender para compra o quiere saber el precio de mercado, hacemos valoraciones totalmente gratuitas y sin compromiso.

VALORACIÓN GRATUITA ONLINE EN 2 MINUTOS EN NUESTRA PAGINA WEB www.agenciamasterpiso.es/valoramos-tu-casa/

Asesoramiento financiero gratuito a nuestros Clientes.

El presente anuncio es a título informativo, no siendo vinculante, ya que puede contener errores, no siendo por tanto contractual en ningún caso.",Ático,560000.0,5.0,3.0,180.0,160.0,180.0,40.382737,-3.7465995,False,False,False,False,False,False,False,False,False,En buen estado,3111.0,Carabanchel
Piso en Orcasur,Orcasur,https://www.pisos.com/comprar/piso-orcasur28041-52523528536_525871/,"🏡 Gabinete Inmobiliario Leganés vende fantástico y céntrico piso en Orcasur (Madrid)
Ponemos a su disposición esta vivienda reformada a estrenar de 115 m², ubicada en una segunda planta con ascensor, ideal para quienes buscan amplitud y comodidad.
La vivienda cuenta con 3 habitaciones, un salón amplio y luminoso, cocina independiente y 2 baños completos. Además, dispone de plaza de garaje, garantizando comodidad y seguridad para el estacionamiento.
Ubicación privilegiada, a solo 2 minutos del metro San Fermín y del Hospital 12 de Octubre. Edificio sin derramas y listo para entrar a vivir.
📞 ¡No dude en agendar su visita!
Honorarios de agencia no incluidos.
Contáctenos al 91 449 28 85.",Piso,334990.0,3.0,2.0,115.0,115.0,115.0,40.3679064,-3.6953054,True,False,False,False,False,False,False,False,False,A estrenar,2912.0,Usera
Piso en calle de Carlos Hernández,Ventas,https://www.pisos.com/comprar/piso-ventas28017-50847238148_100200/,"EN VENTA: Vivienda muy luminosa de 80m2 con 3 dormitorios. Salón muy amplio con acceso a terraza abierta y pasillo distribuidor. Vivienda totalmente exterior y entrada de luz natural.
A 6 minutos del metro de la Elipa (línea 2), 4 minutos del metro de Quintana (línea5) y a 5 minutos del metro de Ascao (línea 7). Zona consolidada con todos los servicios que cualquier persona pueda necesitar; supermercados, colegios, médicos, polideportivos, biblioteca etc. )
Zona consolidada con todos los servicios, comercios, supermercados, colegios, zonas verdes. Fácil acceso a M-30, A2, A3 y a 40 minutos andado del parque del retiro. Zona en auge por el soterramiento de la M-30, imitando a Madrid Rio y uniendo el barrio de Salamanca con el barrio de Ciudad Lineal y ampliación de la línea 11 de metro, la cual conectará el este de Madrid con Barajas. Dispondremos de parada de metro en el barrio de concepción a escasos minutos de la vivienda.",Piso,260001.0,3.0,1.0,74.0,155.36831477732792,74.0,40.4306884,-3.6474967,True,False,False,False,False,False,False,False,False,En buen estado,3513.0,Ciudad Lineal
Piso en Palomeras Bajas,Palomeras Bajas,https://www.pisos.com/comprar/piso-palomeras_sureste28018-53393000342_100200/,"Agencia inmobiliaria de MADRID VALLECAS - Zona PALOMERAS SURESTE - Oficina TECNOCASA

Vende piso exterior muy luminoso con plaza de garaje incluida, de tres dormitorios y dos cuartos de baños.
Edificio adaptado a personas de movilidad reducida.

TECNOCASA → PALOMERAS SURESTE - PORTAZGO.

Hall recibidor que sirve como distribuidor entre la cocina y el salón - comedor.
Salón - comedor con salida a una terraza muy agradable, cocina de formato alargado de gran tamaño.

Tres dormitorios amplios.
Dispone de dos cuartos de baños.
Calefacción individual con gas natural.

La vivienda se encuentra en una zona con muy buena comunicación, a escasos metros de la Avda. de Miguel Hernández y Pablo Neruda. Fácil y rápido acceso a las principales vías de entrada y salida de Madrid. Conexión M-30, M-40 y A-3. Excelente comunicación por autobuses, metro y Renfe.

Con todos los servicios como centros de salud, farmacias, colegios, institutos, bancos, supermercado, polideportivos…

Si se ajusta a sus criterios y busca una buena oportunidad esta vivienda puede ser la suya, venga a verla, y si necesita financiación quedan a su disposición nuestros compañeros del departamento financiero Kíron para ofrecerle la mejor opción de financiación.
¡No dude en venir a verlo!

Muchas gracias por su confianza.",Piso,235000.0,3.0,2.0,99.0,155.36831477732792,99.0,40.380681909,-3.6470622,True,False,False,False,False,False,False,False,False,En buen estado,2373.0,Puente de Vallecas
Piso en Entrevías,Entrevías,https://www.pisos.com/comprar/piso-puente_de_vallecas_entrevias28053-52578181869_100200/,"Agencia inmobiliaria de madrid zona vallecas - área entrevías vende
Fantástico piso en tercera planta con ascensor.
La vivienda consta de 2 dormitorios (3 dormitorios en origen), amplio salón/cocina de 30 m² y 2 baños completos. Ideal distribución con triple orientación exterior e interior y excelente iluminación.
Vivienda totalmente reformada. Suelos en gres y tarima. Ventanas amplias con cerramientos oscilobatientes de pvc y rotura de puente térmico. Vivienda equipada con aire acondicionado con bomba de calor.
Se encuentra a menos de 5 minutos andando de la estación de renfe asamblea de madrid - entrevías.
Consulte financiación. Ideal como vivienda habitual o inversión-.",Piso,198000.0,2.0,2.0,70.0,155.36831477732792,70.0,40.3806449,-3.6743819,True,False,False,False,False,False,False,False,False,En buen estado,2828.0,Puente de Vallecas
Piso en calle de Vital Aza,Pueblo Nuevo,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-52536985894_100200/,"Agencia inmobiliaria de madrid zona ciudad lineal - ascao oficina tecnocasa:
En venta: c/ vital aza: una habitacion, amplio salón, cocina con balcon, baño completo, para entrar a vivir.",Piso,290000.0,1.0,1.0,60.0,155.36831477732792,60.0,40.4338775,-3.6371791,True,False,False,False,False,False,False,False,False,En buen estado,4833.0,Ciudad Lineal
Piso en calle de José Arcones Gil,Pueblo Nuevo,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-52597533435_100500/,"RESERVADO. VOhome, vende piso reformado en quinta planta con ascensor, calle José Arcones Gil, zona de Pueblo Nuevo, distrito de Ciudad Lineal.

Piso exterior, de 85 m2 construidos de orientación oeste, muy luminoso y con amplias estancias, distribuido en hall de entrada, dos dormitorios, con armario empotrado en el principal, salón y cocina independiente, amplia terraza abierta y soleada con salida desde el salón y la habitación principal, un baño completo con ventana. Incluyen en el precio un trastero de 3 m2 y una plaza de garaje de 12 m2.

Dispone de calefacción central individualizada de gas oil y aire acondicionado en salón y en habitación principal. Suelo de parqué y puerta exterior blindada.

Excelente ubicación junto a calle Alcalá, calle Arturo Soria, calle Hmnos García Noblejas, zona comercial Alcalá Norte, con todos los servicios cerca y buena combinación de transporte, metro, autobús, taxi, etc. a 2 minutos de boca de metro Ciudad Lineal e intercambiador de bús.

""Te financiamos tu vivienda hasta el 100% del valor de compraventa.
Tipo de interés fijo: desde 2.25 %
Tipo de interés variable: desde Er+0.25 %
Para más información, llamar al teléfono gratuito 900 109 126""

Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar
Tlno. fijo / móvil 91 113 88 58 / 656 859 794",Piso,335000.0,2.0,1.0,85.0,74.0,85.0,40.4342386,-3.6381295,True,False,False,False,False,False,False,False,False,En buen estado,3941.0,Ciudad Lineal
Piso en calle de Bailén,Palacio,https://www.pisos.com/comprar/piso-centro_palacio28005-49244155871_100500/,"Silencio. Lujo. Diseño. Bienvenid@ al Balcón de los Austrias. Una casa como esta es muy difícil de encontrar.

La ubicación no puede ser más extraordinaria, junto al Palacio Real, Teatro Real y la Catedral de la Almudena. En perfectísimo estado, porque no ha tenido casi uso, las fotos no engañan.

El edificio está completamente restaurado por arquitectos que han sabido dialogar con el pasado histórico de la zona, creando unas viviendas y zonas comunes singulares y sofisticadas.

Las calidades son extraordinarias; cocina con electrodomésticos de alta gama, encimeras de Corian, tarima de roble multicapa, carpintería exterior de aluminio de hoja oculta con rotura de puente térmico. Molduras iluminadas en todos los techos. Armarios empotrados lacados en blanco y vestidos completamente. Las dos habitaciones tienen baño en suite. Cuarto de lavandería. Todas las puertas de la casa son de suelo a techo.

El propietario, amante de los jardines históricos, empapelo parte del salón con un impresionante mural de los Jardines de Santa Clotilde, de Lloret del Mar.

Soy un amante de las casas, @elbalconista y te puedo asegurar que casas como ésta, cuidada con tanto cariño, hay pocas.

En el precio está incluido todo el mobiliario.",Piso,570000.0,2.0,2.0,80.0,71.0,80.0,40.415011011,-3.713585025,True,False,False,False,False,False,False,False,False,En buen estado,7125.0,Centro
Piso en calle de San Robustiano,Aluche,https://www.pisos.com/comprar/piso-latina_aluche28047-53406154350_525871/,"En venta este maravilloso piso en Aluche, Madrid Capital. Ubicado en la altura 2ª, cuenta con una superficie total de 120 m², distribuidos en 3 habitaciones individuales, 1 habitación doble y 1 baño. Entre sus características destacan el aire acondicionado, los armarios empotrados, el ascensor, la calefacción de gas natural, la carpintería exterior de PVC y los suelos de gres. La orientación este ofrece una luminosidad inigualable. Además, dispone de trastero y se encuentra en buen estado de conservación. No pierdas la oportunidad de vivir en este acogedor piso en Aluche.",Piso,304990.0,4.0,1.0,120.0,110.0,120.0,40.3931689,-3.743176,True,False,False,False,False,False,False,False,False,En buen estado,2541.0,Latina
Piso en calle de Montánchez,Entrevías,https://www.pisos.com/comprar/piso-puente_de_vallecas_entrevias28053-53355374946_525871/,"En la ciudad de Madrid Capital se encuentra este piso en venta. Con una superficie total de 100 m², este inmueble en el primer piso dispone de 3 habitaciones individuales y 1 habitación doble, 2 baños, calefacción a gas natural y una cocina completa. Con una antigüedad de entre 30 y 50 años, se encuentra en buen estado de conservación. La orientación este brinda luminosidad a todas las estancias. Además, cuenta con puerta blindada, terraza, suelos de gres y trastero para almacenaje. Este piso se ubica en la zona de Entrevías, que ofrece un entorno tranquilo y servicios cercanos.",Piso,215000.0,4.0,2.0,100.0,94.0,100.0,40.3750248,-3.6685231,True,False,False,False,False,False,False,False,False,En buen estado,2150.0,Puente de Vallecas
Ático en Rosas,Rosas,https://www.pisos.com/comprar/atico-san_blas_rosas28022-52550750370_381300/,"Precioso ático con 2 terrazas de 30 m² y 7 m², con 2 plazas de garaje, trastero, piscina. Junto al metro estadio metropolitano y metro las musas. Excelente ubicación. Muy soleado y agradable todo el día, 105 m², 80 m² útiles, 2 dormitorios dobles, uno con terraza privada de 7 m² y otro en suite con baño, salón amplio y luminoso con grandes ventanales y salida a la terraza de 30 m², cocina amueblada con otra salida a la terraza principal, 2 baños completos. Excelentes calidades, suelo de la marca porcelanosa, aire acondicionado frío-calor, ventanas con doble acrstalamiento de climalit, puertas lacadas en blanco, armarios empotrados. Magnífica urbanización privada con zonas comunes, 2 piscinas, zonas ajardinadas, conserje y cámaras de seguridad. Excelente ubicación junto al estadio metropolitano, 2 salidas de metro, junto a parada del bus, colegios, comercios, restaurantes, ocio. A 20 minutos del centro y a sólo 5 minutos del aeropuerto, al lado de la m-40. Venga a verlo, le conseguimos la financiación con las mejores condiciones. *asesoramiento integral durante todo el proceso de compra. *pvp no incluye gastos de notaría, registro ni impuestos.",Ático,695000.0,2.0,2.0,105.0,80.0,105.0,40.4335059,-3.606308,False,False,False,False,False,False,False,False,False,Reformado,6619.0,San Blas
Piso en Pau de Carabanchel,Pau de Carabanchel,https://www.pisos.com/comprar/piso-pau_de_carabanchel28054-53427073102_100200/,"Agencia inmobiliaria de MADRID vende piso en la zona de CARABANCHEL ALTO - BUENAVISTA.

Te presentamos este increíble piso en venta en la zona del Pau. Con 181m2, 4 habitaciones y 2 baños, terraza de 9m2 este hogar es perfecto para ti y tu familia.
Imagina disfrutar de aire acondicionado y calefacción de gas natural. Los ventanales de aluminio climalit te brindarán una iluminación natural y una sensación de amplitud gracias a los altos techos, acabados de mármol en las encimeras de los baños y armario empotrados en todas las habitaciones.
Y qué me dices de la plaza de garaje de 12m2 con espacio para maniobras y mas un trastero de 6m2? ¡Una verdadera comodidad! Podrás disfrutar de la piscina principal y una piscina para los niños, la pista de pádel y el hermoso jardín, todo con un portero 24/7 que velará por tu seguridad.
La ubicación es inmejorable, a solo 5 minutos a pie de la estación de metro y con parada de autobús cercana. Tendrás todos los servicios a tu alcance, desde supermercados Aldi y Mercadona hasta bancos, centros médicos y una amplia variedad de restaurantes.
¡No dudes en comunicarte conmigo para programar una visita y descubrir todas las posibilidades que te ofrece esta increíble propiedad! Financiación HASTA 100% a través del departamento financiero de Tecnocasa (Kiron). La obtención de la financiación está sujeta a las condiciones de la entidad financiera y tendrá en cuenta el perfil y solvencia del cliente.

De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",Piso,580000.0,4.0,2.0,181.0,155.36831477732792,181.0,40.3604943,-3.7632431,True,False,False,False,False,False,False,False,False,En buen estado,3204.0,Carabanchel
Ático en Cuatro Vientos,Cuatro Vientos,https://www.pisos.com/comprar/atico-cuatro_vientos28054-53421834814_100200/,"TECNOCASA ESTUDIO SAN IGNACIO 4 VIENTOS & KIRÓN servicios financieros VENDEN PISO' TLFN: 91 509 53 80
Agencia inmobiliaria de MADRID zona SAN IGNACIO 4 VIENTOS vende piso en calle Flautas Ático reformado, con una superficie aproximada de 75m2 y con excelente distribución. Hall de entrada, amplio salón-comedor con acceso a terraza y muy luminoso, cocina, un dormitorio y cuarto de baño exterior.
Plaza de parking y trastero incluidos en el precio
Suelos de parqué de espiga, gres en la cocina y baño, calefacción individual de gas natural y aire acondicionado en salón y dormitorio
Comunidad con todo tipo de comodidades, Videoportero, piscina al aire libre, sala de juegos para niños, parque infantil y gimnasio. La urbanización cuenta con sistema de videovigilancia en todas las estancias y servicio de mantenimiento y jardinería.
Para entrar a vivir.
Se sitúa en una de zona privilegiada para vivir ya que es un área residencial muy consolidado con infinidad de comercios de todo tipo, áreas verdes, además cuenta con un parque infantil a pocos minutos, el polideportivo municipal Amorós, una gran biblioteca, los centros comerciales Sambil – Islazul.
Muy cerca del centro neurálgico del barrio del pau de Carabanchel, muy próximo a centros educativos, farmacias. A escasos minutos de la M-40, M-45, A-5. Bien comunicado con autobuses urbanos de la EMT, tales como, 39,138, 139, 155, 34, 483, 487 y N19, Cercanías Renfe y metro “Aluche”.",Ático,349900.0,1.0,1.0,75.0,155.36831477732792,75.0,40.3735264,-3.7706027,False,False,False,False,False,False,False,False,False,Reformado,4665.0,Latina
"Ático en calle Arroyo Bueno, 1",San Andrés,https://www.pisos.com/comprar/atico-villaverde_san_andres28021-5312707007_109700/,"313. Ático en una finca de obra nueva de 111 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta ático. Está dispuesto en 3 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor, garaje y trastero.",Ático,440000.0,3.0,2.0,111.0,155.36831477732792,111.0,40.3481711,-3.7020593,False,False,False,False,False,False,False,False,False,A estrenar,3963.0,Villaverde
"Ático en calle Arte Figurativo Con Avenida Gran Vía del Sureste, S/N",Ensanche de Vallecas-Valdecarros,https://www.pisos.com/comprar/atico-ensanche_de_vallecas_valdecarros28051-5164503015_109700/,"P2 7A. Ático en una finca de obra nueva de 115 m2 de superficie construida y emplazado en la zona de Madrid Capital. Está dispuesto en 3 habitaciones, 2 baños completos y terraza de 48,05 m2. Cuenta como extras ascensor, 2 garajes y trastero.",Ático,649900.0,3.0,2.0,115.0,155.36831477732792,115.0,40.3613728,-3.5900412,False,False,False,False,False,False,False,False,False,A estrenar,5651.0,Villa de Vallecas
Piso en Avenida de Guadalajara,Arcos,https://www.pisos.com/comprar/piso-arcos28032-50883372363_994867/,"INMOGAR, ofrece en exclusiva, este encantador piso de 88 m² te ofrece la comodidad y el estilo que siempre has deseado. Con tres amplios dormitorios y un baño, es perfecto para familias que buscan espacio y confort. La cocina es amplia y completamente amueblada y equipada con electrodomésticos, cuenta con salida a un práctico tendedero. Disfruta de la calidez de los suelos de tarima y la elegancia de las puertas de roble, mientras que las ventanas climalit garantizan un ambiente tranquilo y bien aislado.

La distribución del piso favorece la ventilación cruzada, asegurando frescura durante todo el año. Además, el salón está equipado con aire acondicionado para tu máximo confort. La calefacción individual de gas natural te permitirá mantener una temperatura agradable en los meses más fríos. Los cuatro armarios empotrados te ofrecen un amplio espacio de almacenamiento, manteniendo tu hogar siempre ordenado.

Estarás rodeado de servicios como colegios, supermercados y el nuevo polideportivo. La proximidad al colegio Newman y la excelente conexión con transporte público, incluyendo la Línea 2 de metro a 5 minutos y varias líneas de autobús en la puerta 106, 140, 159, 287, y N7, hacen que este piso sea ideal para una vida urbana cómoda y práctica. No pierdas la oportunidad de vivir en un entorno consolidado con todo lo que necesitas al alcance de tu mano. Además, te ofrecemos asesoramiento para obtener las mejores condiciones hipotecarias del mercado. ¡Ven a visitarlo y enamórate!",Piso,285000.0,3.0,1.0,88.0,80.0,88.0,40.4220973,-3.6149599,True,False,False,False,False,False,False,False,False,En buen estado,3238.0,San Blas
Piso en calle de Lenguas,San Andrés,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-53376124991_523292/,"Piso en venta que conta de:
3 dormitorios dobles , baño con plato de ducha y mampara (Reformado), salón y cocina con salida a terraza de unos 7 metros con toldo y armario de aluminio. Suelos de gres, puertas interiores de Sappelly, puerta principal blindada, ventanas de aluminio dobles.

Está muy bien comunicado, a escasos minutos de la A42, A4, M-40 y M-45. Además, a 7 minutos del metro Villaverde Alto (L3) que comunica directo con Sol, Callao, Moncloa.. . y Cercanías (C4 y C5), que va directo a Atocha, Sol, Nuevos Ministerios y Chamartín.. . Muy próximo a varias líneas de EMT.
Visite sin compromiso
Oficina Calle Albino Hernández Lázaro 36
Local haciendo esquina
91.723.12.30 / 695.87.40.52",Piso,175000.0,3.0,1.0,70.0,65.0,70.0,40.3429546,-3.7049863,True,False,False,False,False,False,False,False,False,En buen estado,2500.0,Villaverde
"Piso en calle Virgen de las Viñas, 17",Santa Eugenia,https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-50880291430_100500/,"* La propiedad se encuentra actualmente alquilada, gestionado contrato por la Comunidad de Madrid, se ofrecerá información precisa a quién le interese. La renta mensual actual es de aproximadamente 1.130€.

Vivienda amplia, reformada en planta baja, resultado de la unión de dos pisos previamente independientes, ahora transformada en un hogar amplio y funcional. Reformada íntegramente hace 4 años, esta propiedad ofrece una distribución moderna que incluye cuatro habitaciones, ideales para familias o quienes busquen espacios versátiles, y dos baños completos diseñados para el confort diario.

* DETALLE DE SUPERFICIES:
.- Según ficha catastro: 149m2 de los que 135 corresponden a vivienda y 14 a elementos comunes.
.- Según Nota Simple Registral: 154m2
.- Superficie útil aproximada, pendiente de medición.

Ubicada en una finca que dispone de portero físico, asegura comodidad y seguridad. Además, su situación es inmejorable: se encuentra próxima a la Parroquia de Santa Eugenia y bien comunicada mediante transporte público, con líneas de autobús y estación de Renfe que conectan rápidamente con Madrid.

La vivienda cuenta con una cocina amplia y práctica, complementada por una despensa para maximizar el almacenamiento. Gracias a su orientación y diseño, disfruta de abundante luz natural y sol durante todo el día, creando un ambiente cálido y acogedor.

* DETALLE DE GASTOS, entre las dos viviendas:
.- IBI, aproximadamente 430€
.- TASA BASURA: 134€ aproximadamente.
.- COMUNIDAD aproximadamente: 111€/MES
.- DERRAMA POR TRABAJOS EN LA CUBIERTA 20/ MES (PENDIENTE DE DEFINIR DURACIÓN)

*Nuestros honorarios serán por cuenta de la parte compradora por el 2% del importe de la venta final, aumentando el IVA correspondiente (21%), mediante factura de curso legal.

Su tranquilidad, nuestra preocupación.",Piso,359000.0,4.0,2.0,154.0,155.36831477732792,154.0,40.3802,-3.60867,True,False,False,False,False,False,False,False,False,En buen estado,2331.0,Villa de Vallecas
Piso en calle de Esteban Collantes,Pueblo Nuevo,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-53393332979_991170/,"Caprichosa vivienda con una reforma integral, con acabados de primera y una agradable terraza! Además NOSOTROS NO COBRAMOS honorarios de agencia al comprador.
Adicionalmente se pueden adquirir 2 plazas de garaje por 20.000€ cada una situadas justo enfrente de la vivienda.

La instalación del ascensor ya esta aprobado en junta, quedando pendiente ver presupuestos.

La vivienda consta de vestíbulo de entrada desde el que se accede al baño, con ventana y plato de ducha con mampara.
A continuación nos encontramos el salón, muy amplio, con la cocina abierta y desde el que se accede a una terraza acristalada empleada actualmente como tendedero. La cocina destaca por estar perfectamente amueblada, con cajones y sobre todo la gran isla de acero inoxidable que permite tener 4 taburetes para comer, un verdadero lujo de cocina.
Además toda la vivienda tiene los techos muy altos por lo que hay muchísimo capacidad de almacenamiento.
Al final nos encontramos la zona de descanso, con dos dormitorios, con armario empotrado y espacio suficiente ara cama y mesa de trabajo.
Reforma integral hace menos de seis años a capricho, instalación eléctrica y fontanería cambiada, ventanas nuevas, tanto el salón como los dormitorios tienen aire acondicionado, llena de detalles, la pared con el vecino fue aislada para evitar posibles molestias, todas las habitaciones tienen canalización para la fibra, etc.

Vivienda muy luminosa ya que el patio de manzana es muy amplio y no sufre los ruidos ni la suciedad del trafico. La planta primera del edificio es una entreplanta, por lo que se puede considerar que es un ""segundo y medio"" con escalera de acceso amplia y cómoda

Se encuentra a 7 minutos andando de la calle Alcalá, del metro de Pueblo Nuevo (líneas 5 y 7) así como varias líneas de autobús. Zona muy consolidada con todo tipo de servicios, supermercados, entidades bancarias, farmacias, restaurantes y pequeño comercio.

No dude en llamarnos y estaremos encantados de aclararle cualquier duda o concertar una visita si así lo desea! Además NOSOTROS NO COBRAMOS HONORARIOS AL COMPRADOR siendo el precio final el anunciado, al que solo hay que añadir impuestos, gastos de notaria y registro.",Piso,340000.0,2.0,1.0,74.0,62.0,74.0,40.4322782,-3.639213,True,False,False,False,False,False,False,False,False,A estrenar,4594.0,Ciudad Lineal
Piso en calle de la Montera,Sol,https://www.pisos.com/comprar/piso-sol_barrio28013-53424082444_524671/,"Studios y proyectos madrid, comercializa esta magnifica propiedad en la calle de montera, en pleno centro histórico de madrid.
Este piso se encuentra ubicado en un edificio clásico del año de 1905, en la 3ª planta, con reforma de lujo a estrenar.
La reforma de este inmueble ha sido realizada por un prestigioso estudio de arquitectura, cuidando cada detalle para lograr que el inmueble sea único, acogedor y agradable.
Podemos disfrutar de una distribución muy cuidada y pensada, con un aprovechamiento total de todos los espacios, para que sea una casa totalmente funcional, que se distribuye en salón – comedor, cocina totalmente amueblada con muebles altos y muebles bajos, 3 dormitorios dobles y 3 baños, siendo dos de ellos en suite.
La climatización del inmueble cuenta con calefacción individual, por gas natural y el aire acondicionado, con bomba de frío/ calor.
Este proyecto de reforma se ha cuidado también en la eficiencia energética, para tener el mínimo consumo de energía, contando con iluminación con luces de led y electrodomésticos de alta gama, con bajo consumo, como frigorifico, lavadora, lavavajillas.
El inmueble se vende completamente amueblado, con muebles de diseño hechos a medida, se vende completamente amueblado y equipado, listo para entrar a vivir.
En studios y proyectos madrid te ayudamos a nuestros clientes compradores a encontrar las mejores condiciones de financiación del mercado, trabajamos con unos 25 bancos.

Nuestras propiedades no están publicadas en los portales inmobiliarios por deseo de sus propietarios. Consulta nuestra página web para ver todas nuestras propiedades.",Piso,919000.0,3.0,3.0,112.0,100.0,112.0,40.4187359,-3.7020942,True,False,False,False,False,False,False,False,False,En buen estado,8205.0,Centro
Piso en calle de Etruria,Canillejas,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-52558801134_100500/,"SIN COMISIONES AL COMPRADOR

Piso 4º exterior sin ascensor, soleado, luminoso y tranquilo.

Amueblado, bien distribuido sin apenas pasillo, con ventanas en todas las estancias.

Cuenta con vestíbulo, dos dormitorios amplios, salón, cocina independiente equipada y cuarto de baño.

Aire acondicionado y bomba de calor (La finca tiene Gas Natural)

Bien comunicado (Metro Las Musas) y varias paradas de autobús EMT.

A 10 minutos andando del Estadio Metropolitano, zona dotada de todos los servicios, comercio de barrio, varios supermercados, farmacias etc.

Primera vivienda o inversión para alquilar.",Piso,220000.0,2.0,1.0,55.0,53.0,55.0,40.4357178,-3.611983,True,False,False,False,False,False,False,False,False,En buen estado,4000.0,San Blas
